"","Word","I_Zscore","I_Mean_Accuracy","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"10983","rehear",1.07,0.41,0.35,0.73
"10984","rehearing",0.82,0.87,0.31,0.82
"10985","rehearsal",-0.36,1,-0.36,1
"10986","rehearsals",-0.06,0.97,-0.44,1
"10987","rehearse",-0.13,0.94,-0.39,1
"10988","rehearsed",-0.35,1,-0.49,1
"10989","rehearsing",-0.28,0.97,-0.37,0.96
"10990","rehouse",1.01,0.28,0.17,0.88
"10991","reich",0.4,0.39,0.2,0.58
"10992","reify",0.63,0.22,0.89,0.5
"10993","reign",-0.46,0.97,-0.35,1
"10994","reigned",0.09,0.91,0.15,0.92
"10995","reigning",0.19,0.81,0.43,0.88
"10996","reigns",0,0.94,-0.34,0.93
"10997","reilly",0.26,0.47,0.43,0.84
"10998","reimburse",0.44,0.91,0.03,1
"10999","reimburseable",1.17,0.58,0.54,0.75
"11000","reimbursed",0.26,0.88,-0.01,0.96
"11001","reimbursement",0.14,0.94,0.13,1
"11002","reimbursements",0.57,0.87,0.1,1
"11003","reimburses",0.8,0.84,0.1,0.96
"11004","rein",-0.09,0.82,-0.48,0.96
"11005","reincarnate",0.34,0.82,0.67,0.89
"11006","reincarnated",0.37,0.94,0.28,0.88
"11007","reincarnation",0.15,0.94,0.28,0.96
"11008","reindeer",-0.12,1,-0.06,0.96
"11009","reined",-0.01,0.58,0.08,0.93
"11010","reinforce",-0.18,0.91,-0.28,1
"11011","reinforced",-0.33,0.97,-0.29,1
"11012","reinforcement",0.07,1,-0.14,1
"11013","reinforcements",0.05,1,-0.15,1
"11014","reinforces",-0.13,0.97,0.18,0.92
"11015","reinforcing",0.14,0.97,-0.33,1
"11016","reins",-0.4,0.91,-0.52,0.96
"11017","reinstall",0.34,0.81,0.04,1
"11018","reinstate",0.33,0.97,0.04,1
"11019","reinstated",0.11,1,0.25,1
"11020","reinstatement",0.66,0.91,0.64,1
"11021","reinstitution",0.92,0.96,0.98,0.93
"11022","reinsurance",0.65,0.94,0.22,0.92
"11023","reinsure",0.63,0.94,0.55,0.92
"11024","reinterpret",0.91,0.81,0.39,1
"11025","reinterpreted",0.82,0.96,0.36,0.74
"11026","reintroduces",1.12,0.87,0.7,0.96
"11027","reinvestigation",0.94,0.9,0.68,1
"11028","reinvigoration",1.67,0.57,1.25,0.92
"11029","reissue",0.96,0.55,0.28,0.88
"11030","reiterate",0.47,0.82,0.71,0.96
"11031","reiterated",0.89,0.68,0.56,0.96
"11032","reiterates",0.85,0.74,0.67,1
"11033","reiterating",0.77,0.79,0.7,0.92
"11034","reiteration",0.45,0.81,0.95,0.91
"11035","reject",-0.62,0.94,-0.31,1
"11036","rejected",-0.52,0.97,-0.58,1
"11037","rejecting",-0.46,0.97,-0.43,1
"11038","rejection",-0.45,0.94,-0.4,1
"11039","rejections",-0.33,0.97,-0.13,1
"11040","rejects",-0.29,1,-0.24,0.96
"11041","rejoice",-0.42,0.97,-0.32,1
"11042","rejoiced",-0.24,0.94,-0.11,1
"11043","rejoices",-0.17,0.94,-0.28,0.96
"11044","rejoicing",-0.23,0.97,-0.07,1
"11045","rejoin",-0.37,0.97,-0.35,1
"11046","rejoinder",-0.06,0.31,-0.01,0.73
"11047","rejoining",-0.21,0.97,-0.26,1
"11048","rejuvenate",0.4,0.82,0.16,1
"11049","rejuvenation",0.76,0.87,0.26,1
"11050","rekindle",0.14,0.68,0.2,1
"11051","rekindling",0.67,0.79,0.48,0.92
"11052","relaid",0.13,0.44,-0.14,0.96
"11053","relapse",-0.16,0.88,-0.56,0.96
"11054","relate",-0.37,0.97,-0.43,0.97
"11055","related",-0.55,0.94,-0.55,1
"11056","relatedness",0.71,0.87,0.45,0.96
"11057","relates",-0.36,1,-0.33,1
"11058","relating",-0.45,0.88,-0.54,0.96
"11059","relation",0.01,0.94,-0.41,0.96
"11060","relational",0.37,0.9,0.31,0.85
"11061","relations",-0.15,1,-0.41,1
"11062","relationship",-0.33,0.97,-0.58,1
"11063","relationships",-0.28,0.97,-0.37,1
"11064","relative",-0.56,1,-0.34,1
"11065","relatively",-0.13,1,-0.29,0.93
"11066","relatives",-0.29,0.94,-0.36,1
"11067","relativism",0.36,0.91,0.3,0.93
"11068","relativist",0.5,0.9,0.79,0.96
"11069","relativistic",1.17,0.65,0.59,0.58
"11070","relativity",-0.02,1,0.02,0.81
"11071","relax",-0.67,0.97,-0.67,1
"11072","relaxation",-0.34,1,-0.44,1
"11073","relaxed",-0.73,0.97,-0.72,1
"11074","relaxes",-0.13,0.91,-0.71,0.96
"11075","relaxing",-0.66,0.97,-0.74,1
"11076","relay",-0.48,1,-0.51,0.93
"11077","relayed",-0.06,0.88,-0.34,1
"11078","relaying",-0.35,0.91,-0.28,0.96
"11079","relearns",0.72,0.31,0.34,0.93
"11080","release",-0.61,1,-0.64,1
"11081","released",-0.39,1,-0.64,1
"11082","releases",-0.18,1,-0.58,1
"11083","releasing",-0.29,1,-0.51,1
"11084","relegate",0.43,0.65,0.4,0.84
"11085","relegated",0.71,0.69,0.36,0.85
"11086","relent",-0.11,0.82,-0.13,0.88
"11087","relented",-0.13,0.88,0.02,1
"11088","relentless",-0.14,0.97,-0.55,0.93
"11089","relentlessly",0.1,0.97,0.07,0.96
"11090","relentlessness",0.58,0.97,0.07,0.84
"11091","relevance",-0.07,0.97,0.04,0.89
"11092","relevancy",0.19,0.97,0.3,0.96
"11093","relevant",-0.26,0.97,-0.3,0.89
"11094","reliable",-0.32,1,-0.58,1
"11095","reliably",-0.13,1,-0.42,0.82
"11096","reliance",-0.3,1,-0.48,1
"11097","reliant",-0.26,1,-0.26,0.96
"11098","relic",-0.08,0.94,-0.33,0.96
"11099","relict",-0.3,0.61,0.36,0.84
"11100","relied",0.11,0.94,-0.27,0.93
"11101","relief",-0.66,0.97,-0.71,1
"11102","relies",-0.02,0.86,-0.22,1
"11103","relieve",-0.26,0.94,-0.36,0.96
"11104","relieved",-0.11,0.97,-0.23,0.85
"11105","relieves",-0.07,0.91,-0.18,0.92
"11106","relieving",-0.01,0.84,0.04,0.81
"11107","religion",-0.51,0.97,-0.46,1
"11108","religions",-0.02,1,-0.46,0.93
"11109","religious",-0.27,0.97,-0.61,0.96
"11110","religiously",0.11,0.94,-0.15,0.96
"11111","religiousness",0.7,0.97,-0.01,1
"11112","reline",0.7,0.28,0.15,0.67
"11113","relinquish",0,0.88,-0.19,1
"11114","relinquished",0.02,0.94,-0.09,1
"11115","relinquishing",0.34,0.94,0.06,0.96
"11116","relish",-0.32,0.94,-0.54,1
"11117","relishes",-0.27,0.97,-0.26,0.93
"11118","relishing",0.14,0.94,-0.06,0.93
"11119","relive",-0.09,0.92,-0.32,0.79
"11120","relives",0.11,0.91,-0.12,0.72
"11121","reliving",0.39,0.87,0.43,0.88
"11122","reload",-0.35,0.94,-0.31,0.97
"11123","reloaded",-0.59,1,-0.41,1
"11124","relocate",-0.17,0.97,-0.07,1
"11125","relocation",-0.14,0.97,0.33,0.96
"11126","reluctance",-0.07,1,-0.08,1
"11127","reluctant",-0.3,0.94,-0.44,1
"11128","reluctantly",-0.06,1,-0.23,0.96
"11129","rely",-0.39,0.91,-0.46,0.96
"11130","relying",-0.34,1,-0.5,1
"11131","remade",0.24,0.71,-0.17,0.73
"11132","remain",-0.52,0.97,-0.55,1
"11133","remainder",-0.01,0.94,-0.39,0.92
"11134","remained",-0.23,0.97,-0.21,1
"11135","remaining",-0.46,1,-0.5,1
"11136","remains",-0.57,1,-0.48,1
"11137","remake",-0.41,1,-0.56,0.93
"11138","remaking",-0.09,0.97,-0.23,0.96
"11139","remand",-0.11,0.82,-0.18,0.93
"11140","remanded",0.23,0.84,-0.29,1
"11141","remanding",0.05,0.76,-0.1,0.88
"11142","remark",-0.64,1,-0.65,1
"11143","remarkable",-0.23,1,-0.17,1
"11144","remarkably",-0.04,0.97,-0.6,1
"11145","remarked",-0.5,0.97,-0.37,0.96
"11146","remarking",-0.25,0.97,-0.49,1
"11147","remarks",-0.55,0.97,-0.54,1
"11148","remarriage",0.04,0.91,-0.15,1
"11149","remarried",-0.37,1,-0.3,0.96
"11150","remarry",0.37,0.85,-0.14,0.96
"11151","remarrying",0.28,0.94,-0.15,0.96
"11152","rembrandt",0.1,0.88,-0.12,1
"11153","rembrandt's",0.24,0.94,0.07,0.92
"11154","remedial",-0.09,0.94,0.02,0.96
"11155","remedies",-0.32,0.91,-0.24,1
"11156","remedy",-0.26,1,-0.32,1
"11157","remember",-0.35,1,-0.59,1
"11158","remembered",-0.39,1,-0.52,1
"11159","remembering",-0.21,0.97,-0.36,1
"11160","remembers",-0.13,1,-0.41,1
"11161","remembrance",0.1,0.94,0.1,0.96
"11162","remembrances",0.81,1,0.81,0.92
"11163","remilitarize",1.01,0.34,1.51,0.67
"11164","remind",-0.46,0.94,-0.57,1
"11165","reminded",-0.37,0.97,-0.37,0.96
"11166","reminder",-0.34,0.97,-0.54,1
"11167","reminders",-0.37,0.94,-0.31,1
"11168","reminding",-0.19,1,-0.19,0.96
"11169","reminds",-0.44,0.97,-0.59,1
"11170","reminisce",0.35,0.78,0.12,0.75
"11171","reminisced",0.73,0.7,0.29,0.8
"11172","reminiscence",0.35,0.97,0.57,0.78
"11173","reminiscences",0.8,0.9,0.35,0.69
"11174","reminiscent",0.03,0.91,0.2,1
"11175","reminisces",0.76,0.61,0.03,0.85
"11176","reminiscing",0.48,0.8,0.21,0.93
"11177","remiss",0.16,0.71,-0.09,0.93
"11178","remission",0,0.94,-0.26,1
"11179","remissions",0.08,0.88,-0.11,1
"11180","remitted",0.07,0.88,-0.1,0.96
"11181","remnant",0.44,0.79,0.1,1
"11182","remnants",0.14,0.94,-0.24,1
"11183","remodel",-0.08,0.94,-0.28,1
"11184","remodeled",-0.2,0.97,-0.14,0.96
"11185","remodeling",-0.12,0.97,-0.14,1
"11186","remolding",-0.08,0.94,-0.35,0.96
"11187","remonstrance",0.81,0.21,0.66,0.52
"11188","remonstrate",0.25,0.34,0.79,0.71
"11189","remonstrated",1.03,0.33,0.84,0.78
"11190","remorse",-0.31,0.94,-0.44,0.96
"11191","remorseful",0.1,0.91,-0.07,1
"11192","remorseless",0.65,0.82,-0.1,0.96
"11193","remote",-0.38,1,-0.66,1
"11194","remotely",-0.14,1,-0.27,1
"11195","remoteness",0.35,0.88,-0.2,0.93
"11196","remoter",0.17,0.65,-0.36,0.96
"11197","remotest",0.64,0.31,0.15,0.85
"11198","remount",-0.03,0.74,-0.38,0.92
"11199","remounting",0.64,0.85,-0.01,0.92
"11200","removable",-0.45,0.94,-0.41,1
"11201","removal",-0.41,0.97,-0.65,1
"11202","remove",-0.66,0.97,-0.6,1
"11203","removed",-0.39,1,-0.56,1
"11204","remover",-0.34,0.88,-0.3,1
"11205","removes",-0.23,0.97,-0.5,1
"11206","removing",-0.5,0.97,-0.29,0.96
"11207","remunerate",0.63,0.57,0.77,0.33
"11208","remuneration",0.7,0.52,0.93,0.5
"11209","remunerative",1.03,0.26,0.54,0.27
"11210","renaissance",-0.09,1,0.14,0.96
"11211","renal",0.38,0.58,0.38,0.68
"11212","rename",-0.4,1,-0.11,1
"11213","renamed",-0.24,0.94,-0.29,0.96
"11214","renascent",1.53,0.03,1.25,0.45
"11215","renaturation",1.12,0.46,1.57,0.46
"11216","rend",-0.2,0.52,-0.44,1
"11217","render",-0.33,0.94,-0.33,1
"11218","rendered",-0.11,0.97,0.13,1
"11219","rendering",-0.15,0.85,-0.29,1
"11220","renderings",0.52,0.76,-0.16,0.96
"11221","renders",-0.16,0.88,-0.52,1
"11222","rendezvous",0.17,0.91,0.45,0.93
"11223","rendition",0.36,0.69,-0.02,0.85
"11224","renditions",0.77,0.79,0.44,0.96
"11225","renegade",-0.1,0.85,-0.3,0.92
"11226","renege",0.79,0.19,1.27,0.32
"11227","renew",-0.53,0.85,-0.43,1
"11228","renewable",-0.26,0.97,-0.03,0.96
"11229","renewal",-0.45,0.97,-0.35,0.96
"11230","renewed",-0.32,1,-0.43,1
"11231","renewing",-0.01,0.94,-0.24,1
"11232","renews",-0.06,0.91,-0.32,0.96
"11233","reno",-0.04,0.88,-0.31,0.96
"11234","renounce",-0.26,0.94,-0.24,1
"11235","renouncing",-0.03,0.97,-0.15,0.96
"11236","renovate",-0.07,0.97,-0.05,1
"11237","renovated",-0.09,0.94,-0.06,1
"11238","renovation",0.23,0.97,0.03,1
"11239","renown",0.05,0.91,-0.48,0.81
"11240","renowned",0.09,0.97,-0.06,0.96
"11241","rent",-0.71,0.97,-0.5,1
"11242","rental",-0.56,0.97,-0.61,1
"11243","rentals",-0.49,1,-0.4,1
"11244","rented",-0.46,1,-0.56,1
"11245","renting",-0.37,0.94,-0.34,1
"11246","rents",-0.6,0.94,-0.55,1
"11247","renunciation",0.5,0.85,0.89,0.85
"11248","renunciations",1.16,0.74,1.01,0.81
"11249","reopen",-0.04,0.88,-0.45,1
"11250","reopened",0,0.97,-0.18,0.96
"11251","reopening",-0.16,0.9,-0.09,0.96
"11252","reorder",0.04,0.94,-0.1,0.88
"11253","reorganization",0.64,0.97,0.09,0.96
"11254","reorganizations",0.97,1,0.51,0.96
"11255","reorganize",0.49,0.94,0.07,1
"11256","reorganized",0.13,0.94,-0.19,1
"11257","reorganizing",0.44,0.97,0,1
"11258","reorient",0.46,0.53,0.45,0.88
"11259","rear",-0.63,1,-0.49,1
"11260","reared",-0.33,0.91,-0.46,1
"11261","rearguard",0.74,0.31,0.32,0.77
"11262","rearing",-0.34,0.94,-0.13,0.96
"11263","rearm",0.54,0.29,0.11,0.85
"11264","rearmament",0.8,0.29,1.2,0.57
"11265","rearmed",0.52,0.74,0.15,0.88
"11266","rearmost",0.61,0.74,0.17,0.89
"11267","rearrange",0.16,0.94,-0.24,1
"11268","rearranged",-0.01,0.91,-0.22,1
"11269","rearrangement",0.33,0.94,0.02,1
"11270","rearranging",0.06,0.97,-0.18,0.96
"11271","rearward",0.62,0.52,0.36,0.64
"11272","reason",-0.75,0.97,-0.56,1
"11273","reasonable",-0.38,0.97,-0.43,1
"11274","reasonably",-0.25,1,-0.25,1
"11275","reasoned",-0.32,1,-0.6,1
"11276","reasoning",-0.44,1,-0.53,1
"11277","reasons",-0.79,1,-0.68,1
"11278","reassemble",0.18,0.88,0.17,1
"11279","reassembled",0.34,0.97,0.23,0.96
"11280","reassert",0.62,0.85,-0.03,1
"11281","reasserting",0.62,0.91,0.59,0.96
"11282","reassign",0.44,0.97,-0.11,0.96
"11283","reassurance",0.07,0.97,-0.02,1
"11284","reassure",0.02,0.97,0,1
"11285","reassured",-0.06,1,-0.22,1
"11286","reassuring",0.17,1,-0.01,0.96
"11287","reassuringly",0.51,0.97,0.16,1
"11288","reawaken",0.41,0.79,-0.01,0.96
"11289","rebate",-0.39,0.97,-0.18,0.89
"11290","rebecca",-0.35,1,-0.38,1
"11291","rebel",-0.58,0.97,-0.65,1
"11292","rebelled",-0.25,0.94,-0.38,1
"11293","rebelling",-0.26,0.97,-0.39,0.96
"11294","rebellion",-0.37,0.94,-0.51,1
"11295","rebellions",-0.15,0.97,-0.24,0.93
"11296","rebellious",-0.11,0.97,-0.31,1
"11297","rebelliously",0.57,0.88,0.29,0.86
"11298","rebels",-0.54,0.97,-0.54,0.89
"11299","rebind",0.19,0.71,-0.3,1
"11300","rebirth",-0.43,1,-0.58,1
"11301","reborn",-0.44,0.94,-0.65,1
"11302","rebound",-0.53,1,-0.51,0.96
"11303","rebuff",-0.11,0.71,-0.46,0.92
"11304","rebuffed",0.1,0.81,0.03,1
"11305","rebuild",-0.37,0.97,-0.46,1
"11306","rebuilding",-0.1,1,-0.28,1
"11307","rebuilds",-0.12,0.85,-0.36,1
"11308","rebuilt",-0.62,0.97,-0.12,0.96
"11309","rebuke",-0.27,0.82,-0.21,0.86
"11310","rebuked",0.1,0.88,-0.38,0.87
"11311","rebut",0.09,0.74,0,0.8
"11312","rebuttal",0.11,0.85,0.02,0.86
"11313","rebutted",0.18,1,-0.27,0.79
"11314","recalcitrance",1.52,0.24,0.93,0.47
"11315","recalcitrant",0.77,0.2,1.16,0.53
"11316","recalculated",0.57,0.88,0.28,1
"11317","recalculation",0.84,1,0.53,0.96
"11318","recall",-0.46,0.97,-0.55,1
"11319","recalled",-0.38,0.94,-0.36,0.96
"11320","recalling",-0.35,1,-0.41,1
"11321","recalls",-0.42,0.97,-0.57,1
"11322","recant",-0.04,0.64,0.08,0.81
"11323","recantation",0.82,0.76,1,0.81
"11324","recanted",0.27,0.84,0.22,0.84
"11325","recap",-0.21,0.87,-0.29,1
"11326","recapitulate",1.03,0.87,0.6,0.77
"11327","recapture",-0.1,0.97,-0.15,1
"11328","recaptured",-0.15,1,-0.21,1
"11329","recast",-0.02,0.94,-0.39,1
"11330","recede",0.07,0.81,-0.13,1
"11331","recapitulation",1.25,0.83,0.94,0.37
"11332","receded",-0.01,1,0.18,1
"11333","receding",-0.11,0.74,-0.25,1
"11334","receipt",-0.42,1,-0.33,1
"11335","receipts",-0.21,0.97,-0.13,0.96
"11336","receive",-0.54,0.97,-0.55,1
"11337","received",-0.53,0.97,-0.39,1
"11338","receiver",-0.28,1,-0.44,1
"11339","receivers",-0.15,0.91,-0.08,1
"11340","receives",-0.31,0.97,-0.12,1
"11341","receiving",-0.42,0.97,-0.31,1
"11342","recent",-0.45,0.97,-0.34,0.96
"11343","recently",-0.45,1,-0.58,1
"11344","receptacle",0.12,0.77,0.14,0.88
"11345","reception",-0.45,1,-0.17,1
"11346","receptionist",-0.25,0.97,0.04,0.96
"11347","receptionist's",0.47,1,0.05,0.96
"11348","receptions",0.16,0.88,0.01,0.89
"11349","receptive",-0.09,0.97,-0.11,1
"11350","recess",-0.42,1,-0.4,1
"11351","recessed",0.02,1,-0.2,0.96
"11352","recession",-0.2,1,-0.33,1
"11353","recessive",-0.37,1,0.05,0.93
"11354","recharge",-0.11,1,-0.23,1
"11355","rechartering",0.92,0.74,0.87,0.96
"11356","recheck",0.71,0.61,0.6,0.85
"11357","recidivism",1.11,0.15,1.04,0.56
"11358","recipe",-0.45,0.97,-0.57,0.96
"11359","recipes",-0.39,1,-0.47,1
"11360","recipient",-0.38,1,-0.08,0.96
"11361","recipients",-0.21,1,-0.05,1
"11362","reciprocal",-0.03,0.97,0.04,0.96
"11363","reciprocate",0.43,0.94,0.37,0.92
"11364","reciprocity",0.51,0.83,0.28,0.77
"11365","recital",-0.16,0.97,0.04,0.92
"11366","recitals",-0.23,0.85,0.3,1
"11367","recitation",0.62,0.79,0.73,0.86
"11368","recitative",0.99,0.7,0.97,0.38
"11369","recite",-0.3,0.94,-0.44,0.93
"11370","recited",-0.13,1,-0.02,1
"11371","reciting",-0.25,0.97,0.02,0.96
"11372","reckless",-0.43,0.97,-0.66,0.96
"11373","recklessness",0.33,0.97,-0.15,1
"11374","reckon",-0.34,0.97,-0.54,1
"11375","reckoned",-0.18,0.91,-0.14,0.96
"11376","reckoning",-0.19,0.94,-0.28,1
"11377","reckonings",0.09,0.82,-0.23,0.93
"11378","reckons",-0.26,0.85,-0.43,1
"11379","reclaim",-0.29,0.97,-0.45,0.96
"11380","reclaimed",-0.07,0.94,-0.13,0.96
"11381","reclamation",0.33,0.87,0.13,0.75
"11382","reclassification",1.28,0.83,0.33,1
"11383","reclassified",0.17,1,0.14,1
"11384","recline",-0.22,0.88,-0.26,1
"11385","reclining",-0.07,1,0.1,1
"11386","recluse",0.06,0.8,0.13,0.89
"11387","recognition",-0.3,0.97,-0.26,0.96
"11388","recognizable",-0.08,0.94,-0.07,0.93
"11389","recognizance",0.11,0.71,-0.25,0.26
"11390","recognize",-0.48,1,-0.53,0.97
"11391","recognized",-0.29,0.97,-0.4,1
"11392","recognizes",-0.15,1,-0.43,1
"11393","recognizing",0.03,1,-0.36,1
"11394","recoil",-0.15,1,-0.24,1
"11395","recoiled",-0.09,0.94,-0.32,1
"11396","recollect",-0.33,0.97,0.12,0.89
"11397","recollected",0.42,1,0.15,0.97
"11398","recollection",0.43,1,-0.06,0.86
"11399","recollections",0.27,0.97,0.22,0.88
"11400","recommence",0.52,0.88,0.61,0.77
"11401","recommend",0,1,-0.44,1
"11402","recommendation",-0.09,1,-0.22,0.93
"11403","recommendations",0.44,0.97,-0.08,0.96
"11404","recommended",-0.29,1,-0.54,0.96
"11405","recommending",0.08,1,-0.12,1
"11406","recommends",-0.02,0.97,-0.4,0.96
"11407","recompense",0.68,0.88,0.39,0.69
"11408","reconcile",0.14,0.91,-0.05,1
"11409","reconciled",0.01,0.97,0.23,1
"11410","reconciles",0.32,0.97,0.25,0.93
"11411","reconciliation",0.41,0.94,0.42,0.92
"11412","reconciling",0.29,0.94,0.25,0.88
"11413","reconditioning",0.56,0.97,0.3,1
"11414","recondition",0.32,0.94,0.34,0.93
"11415","reconnaissance",0.43,0.43,1.01,0.71
"11416","reconsider",-0.39,0.97,-0.19,1
"11417","reconsideration",0.59,0.91,0.31,1
"11418","reconsidered",0.14,0.94,-0.06,0.96
"11419","reconstitute",0.61,0.97,0.52,0.92
"11420","reconstruct",-0.13,0.97,-0.19,0.93
"11421","reconstructed",0.24,0.97,0.06,1
"11422","reconstruction",0.36,0.97,-0.07,1
"11423","reconstructs",0.41,0.93,0.44,1
"11424","recontamination",1.39,0.64,1.11,0.83
"11425","reconvened",0.97,0.87,1.05,0.96
"11426","reconvenes",1.31,0.4,1.46,0.73
"11427","reconverting",0.59,1,0.66,0.89
"11428","recopied",0.45,0.85,0.44,0.93
"11429","record",-0.65,1,-0.4,1
"11430","recorded",-0.49,1,-0.36,1
"11431","recorder",-0.18,1,-0.28,1
"11432","recording",-0.15,1,-0.42,1
"11433","recordings",-0.44,1,-0.39,1
"11434","records",-0.51,1,-0.63,0.96
"11435","recount",-0.37,0.94,-0.36,1
"11436","recounted",-0.36,0.97,-0.28,1
"11437","recounting",0.08,0.94,0,1
"11438","recounts",-0.09,0.97,-0.44,0.96
"11439","recoup",0.11,0.76,-0.29,0.96
"11440","recouped",0.29,0.79,0.26,0.93
"11441","recourse",-0.03,0.88,-0.12,0.92
"11442","recover",-0.27,0.97,-0.36,1
"11443","recoverable",0.3,0.97,-0.02,0.96
"11444","recovered",-0.25,0.97,-0.41,1
"11445","recovering",-0.3,1,-0.47,1
"11446","recovers",-0.22,0.94,-0.32,0.93
"11447","recovery",-0.42,1,-0.25,1
"11448","recreate",-0.04,1,-0.07,0.96
"11449","recreated",0.34,0.88,0.33,0.93
"11450","recreates",0.37,0.91,0.35,0.93
"11451","recreating",0.41,0.88,0.27,0.85
"11452","recreation",-0.2,1,-0.01,0.96
"11453","recreational",0.23,0.88,0.05,0.96
"11454","recriminations",1.16,0.61,1.28,0.83
"11455","recriminate",0.87,0.7,0.79,1
"11456","recrimination",0.58,0.76,0.88,0.87
"11457","recruit",-0.34,0.88,-0.45,1
"11458","recruited",-0.17,0.97,-0.09,1
"11459","recruiter",-0.01,0.97,-0.08,1
"11460","recruiting",-0.1,0.94,-0.12,1
"11461","recruitment",0.05,1,-0.18,0.96
"11462","recruits",-0.41,0.94,-0.34,1
"11463","rectal",-0.02,0.97,-0.16,0.96
"11464","rectangle",-0.32,1,-0.27,0.96
"11465","rectangular",-0.11,1,-0.18,0.96
"11466","rectification",1.55,0.69,1.21,0.83
"11467","rectifier",0.53,0.78,0.24,1
"11468","rectify",0.08,0.84,0,0.96
"11469","rectilinear",0.79,0.23,1.92,0.56
"11470","rectitude",0.35,0.48,0.65,0.79
"11471","rector",-0.21,0.65,-0.51,1
"11472","rector's",0.55,0.55,-0.44,0.97
"11473","rectory",0.07,0.67,-0.2,0.96
"11474","rectum",-0.22,0.91,-0.51,1
"11475","recumbent",0.23,0.74,0.04,0.93
"11476","recuperate",0.48,0.84,0.2,0.92
"11477","recuperating",0.89,0.81,0.54,0.96
"11478","recuperation",0.8,0.72,0.76,0.88
"11479","recur",0.29,0.79,-0.26,0.83
"11480","recurred",0.01,0.97,-0.18,0.79
"11481","recurrence",0.15,0.97,-0.02,0.96
"11482","recurrent",-0.04,0.91,-0.29,0.96
"11483","recurrently",0.16,1,0.19,0.88
"11484","recurring",-0.09,1,0.09,0.93
"11485","recursive",0.39,0.82,-0.09,0.89
"11486","recusant",0.8,0.19,1.11,0.45
"11487","recycle",-0.47,0.97,-0.46,1
"11488","red",-0.86,0.97,-0.81,1
"11489","redactions",0.13,0.17,0.83,0.78
"11490","redbirds",-0.02,0.91,-0.11,1
"11491","redbreast",0.51,0.85,0.07,1
"11492","redcoat",0.15,0.91,-0.08,1
"11493","redcoats",0.03,0.94,-0.27,0.93
"11494","redden",0.1,0.74,-0.41,0.93
"11495","reddened",0.09,0.79,-0.08,0.88
"11496","redder",0.22,0.64,-0.3,0.93
"11497","redding",0.11,0.61,-0.37,0.93
"11498","reddish",-0.31,0.97,-0.68,1
"11499","redecorate",0.8,0.77,0.34,0.96
"11500","redecorated",0.65,0.91,0.41,1
"11501","redecorating",0.81,0.91,0.5,1
"11502","redecoration",1.1,0.97,0.82,1
"11503","rededicate",1.05,0.68,1.05,0.86
"11504","redeem",-0.22,0.91,-0.45,0.96
"11505","redeemed",-0.45,0.97,-0.48,1
"11506","redeeming",0.01,0.97,-0.28,1
"11507","redefined",0.22,0.85,-0.04,0.96
"11508","redefinition",1.07,0.76,0.48,0.92
"11509","redemption",-0.13,1,-0.45,1
"11510","redemptive",0.47,0.77,0.21,0.85
"11511","redeploy",1.12,0.33,1.28,0.64
"11512","redevelopment",0.59,0.73,0.03,0.96
"11513","redhead",-0.28,0.97,-0.47,0.96
"11514","redheaded",-0.13,1,-0.24,1
"11515","redheads",-0.42,0.97,-0.46,1
"11516","redirect",0.06,0.97,-0.08,1
"11517","redirecting",0.39,0.94,0.22,0.96
"11518","rediscover",0.29,0.97,0.05,1
"11519","rediscovering",0.61,0.83,0.49,0.96
"11520","rediscovers",0.76,0.75,0.37,1
"11521","redistribute",0.91,1,0.76,0.88
"11522","redistributed",0.9,0.91,0.62,0.88
"11523","redistribution",1.02,0.88,0.35,0.93
"11524","redistricting",1.09,0.56,0.72,0.8
"11525","redneck",-0.29,1,-0.42,0.96
"11526","redo",0.06,0.72,0.06,0.92
"11527","redolent",-0.15,0.29,0.44,0.64
"11528","redouble",0.35,0.71,0.2,0.96
"11529","redoubled",0.18,0.87,0.09,1
"11530","redoubt",0.28,0.58,0.38,1
"11531","redress",0.59,0.75,0.03,0.74
"11532","redressed",0.08,1,-0.03,1
"11533","reds",-0.28,0.97,-0.59,1
"11534","red's",-0.34,0.94,-0.69,0.96
"11535","redskin",-0.45,0.97,-0.44,1
"11536","reduce",-0.51,0.91,-0.7,1
"11537","reduced",-0.42,0.94,-0.52,1
"11538","reducer",-0.09,0.97,-0.18,1
"11539","reduces",-0.45,0.97,-0.46,1
"11540","reducing",-0.35,1,-0.44,1
"11541","reduction",-0.31,0.97,-0.49,1
"11542","reductions",-0.06,0.94,-0.27,0.96
"11543","redundancy",0.1,0.97,0.13,1
"11544","redundant",-0.19,0.94,-0.25,0.97
"11545","reduplicate",0.76,0.76,1,0.93
"11546","redwing",0.56,0.53,0.37,0.88
"11547","redwood",0.1,0.97,-0.4,0.97
"11548","redwoods",-0.01,0.97,-0.29,1
"11549","reed",-0.29,0.8,-0.37,0.96
"11550","reeducate",1.08,0.58,0.86,0.96
"11551","reeducation",1.06,0.68,1.05,0.88
"11552","reedy",0.06,0.33,-0.08,0.88
"11553","reef",-0.33,0.91,-0.64,1
"11554","reefer",0.51,0.5,0.16,0.85
"11555","reefs",0.12,0.88,-0.42,0.96
"11556","reek",-0.22,0.79,-0.47,0.96
"11557","reeked",-0.06,0.55,-0.39,1
"11558","reeking",0.08,0.74,-0.32,1
